[3501.7718559503555, 3541.2636712789536, 3553.418969988823, 3734.553718626499, 3836.078847885132, 3909.92853975296, 4022.6478917896748, 4023.8019978404045, 4290.825310587883, 4844.347109049559, 5358.921584606171, 4685.345877230167, 4152.8203791975975, 3700.1613497138023, 3490.474528193474, 3475.101532459259, 3213.6444759964943, 2968.7169204950333, 2837.7759360671043, 2820.4487441778183, 2680.8616196513176]
[3764.2595328092575, 3808.581863820553, 3761.954325914383, 3913.7913783192635, 3883.9225313067436, 4005.41851913929, 4143.441424012184, 4333.604985773563, 4550.273150503635, 5020.84839040041, 5743.995653152466, 4990.993436872959, 4259.450646400452, 3871.7586327791214, 3632.207141548395, 3497.0297871232033, 3271.6483614444733, 3061.930584192276, 3021.651381134987, 2851.4289904236794, 2785.7218315005302]
[3979.0820811986923, 3958.005655646324, 4027.8946972489357, 4017.5715692043304, 4039.299827158451, 4211.667791247368, 4253.294195592403, 4452.979011356831, 4732.119326651096, 5268.582930386066, 5885.163155198097, 5255.163626432419, 4488.975953489542, 4079.8197390139103, 3757.804009974003, 3528.589045405388, 3462.4320256114006, 3342.46641767025, 3044.5920635461807, 2923.2422699928284, 2721.9308878183365]
[4125.452903628349, 4127.783712029457, 4263.72930842638, 4408.186462700367, 4310.716100811958, 4459.166078209877, 4522.8470205664635, 4714.093286573887, 4932.966241836548, 5395.81703966856, 6381.26832395792, 5498.05296677351, 4635.214706391096, 4221.076093375683, 3955.5401296317577, 3775.1382556557655, 3607.5958253741264, 3601.5789737701416, 3284.3368263840675, 2920.2882679104805, 2949.170189321041]
[4282.715552449226, 4195.441601514816, 4309.088652431965, 4458.414797663689, 4777.57569116354, 4700.020772755146, 4773.680766522884, 5002.70185482502, 5253.617500007153, 5917.16161853075, 6651.793469429016, 5804.752600848675, 4975.2230978906155, 4482.904088079929, 4268.7290806770325, 3929.622611284256, 3746.349556863308, 3627.8670513033867, 3447.5859110951424, 3331.9460980296135, 3092.65762090683]
[4474.739174962044, 4603.338094174862, 4511.986721038818, 4779.963115870953, 5036.367912352085, 5195.321919322014, 5080.583546340466, 5318.85930287838, 5741.293702185154, 6324.599494278431, 7164.8572300076485, 6280.522597581148, 5195.397021591663, 4742.731443166733, 4634.149028599262, 4328.102725625038, 4002.98991894722, 3748.1869108080864, 3575.788761138916, 3343.609807431698, 3286.8197389245033]
[4875.133351564407, 4850.836181521416, 4992.686347961426, 5076.564472734928, 5090.5630068182945, 5433.051900625229, 5572.827987611294, 5792.090642988682, 6072.131727516651, 6930.903262287378, 7753.8076384961605, 6719.795879840851, 5978.961875766516, 5448.899314343929, 5072.82317084074, 4592.944977879524, 4180.228064835072, 3955.6026188135147, 3894.503347694874, 3508.889580011368, 3434.8794535398483]
[5279.644611775875, 5334.775189578533, 5409.819536983967, 5643.980671226978, 5544.715433061123, 5773.91385269165, 6203.2847908735275, 6631.301255553961, 6766.3000593185425, 7604.69339132309, 8681.001978993416, 7604.369561553001, 6597.107726871967, 6015.864847004414, 5227.395159184933, 4703.73452347517, 4613.2043364048, 4268.598104417324, 3989.7885113358498, 3860.690976679325, 3620.9779618382454]
[5949.793284595013, 5923.636160671711, 6045.757527530193, 6063.105670213699, 6254.587319850922, 6536.761805057526, 6637.100258052349, 7270.576201021671, 8059.520405948162, 8970.570010960102, 10627.525860846043, 9253.761628329754, 7839.5205545425415, 6486.523904323578, 5838.49147605896, 5368.217559933662, 5035.5893260240555, 4605.884182631969, 4458.186896383762, 4178.385766386986, 3888.296407878399]
[6957.940835118294, 7018.6149597764015, 7160.748696506023, 7348.747454702854, 7592.776946246624, 7524.449479937553, 7758.391001462936, 8430.162108004093, 9615.899004459381, 12752.89943215251, 16988.378702819347, 12897.913902938366, 9155.137862682343, 7510.275389492512, 6629.372100114822, 6218.495950162411, 6016.713737607002, 5331.041704952717, 5077.737065851688, 4956.287330210209, 4705.562256038189]
[8499.074413836002, 8701.93715184927, 8703.38780117035, 8749.728034168482, 9109.908174067736, 9036.917159199715, 9287.3560628891, 10088.425318598747, 11914.35367912054, 17625.59831726551, 36896.0596575737, 17119.794664919376, 10568.080736219883, 8580.517907321453, 7701.6342459023, 7247.984260737896, 6797.831436216831, 6153.024431943893, 5619.5097851753235, 5362.711133360863, 4847.005608379841]
[8028.514629542828, 8218.50215768814, 8038.623197317123, 8251.59984651208, 8418.777007877827, 8503.963467150927, 8567.401632666588, 9380.788489997387, 10602.64623439312, 13734.63018015027, 18145.451434254646, 12532.594476342201, 9255.416998922825, 7604.404903590679, 6804.504341810942, 6375.450200855732, 5816.8293262422085, 5511.273470699787, 5190.853247016668, 4666.459829360247, 4616.650226533413]
[7478.3455865979195, 7627.99803853035, 7625.817790567875, 7476.243114352226, 7613.057343810797, 7735.69439432025, 8030.233200848103, 8526.640661507845, 9431.152096688747, 10816.774472922087, 12187.104291200638, 9803.066021084785, 8113.901550352573, 6918.723998457193, 6104.283991158009, 5825.581470251083, 5347.0202922225, 4886.718601942062, 4696.713172018528, 4381.884469151497, 4130.2006850242615]
[7204.810515165329, 7279.147747635841, 7132.21336877346, 7091.149829030037, 7367.7486241310835, 7477.409035027027, 7624.333480656147, 8166.07136374712, 8587.579468384385, 9532.729790568352, 10225.398921489716, 8482.435071825981, 7349.671217232943, 6483.83972799778, 5773.130870759487, 5348.2022267133, 4934.913001060486, 4567.605571508408, 4472.37599131465, 4156.947778970003, 3971.3870645165443]
[7063.010788500309, 7037.386804521084, 7161.388680577278, 7071.526134908199, 7321.9138169288635, 7398.495302736759, 7526.862221866846, 7766.401266872883, 8188.072959661484, 8831.906118661165, 9962.600692719221, 8089.735142886639, 6806.03535348177, 6059.205436259508, 5717.702783554792, 5061.798573672771, 4777.815484523773, 4605.254131734371, 4336.303775668144, 4010.0027965307236, 3792.1379807293415]
[7075.291103720665, 7004.039089441299, 6977.5971002578735, 7190.4584892988205, 7299.760321319103, 7244.761176049709, 7278.162058532238, 7409.78851634264, 7825.719895064831, 8652.110192537308, 9754.334970146418, 7883.2673817873, 6631.346007823944, 5876.641998887062, 5521.033034443855, 5261.795771300793, 4706.7451093792915, 4352.706815063953, 4186.231763422489, 3933.076762497425, 3723.366324543953]
[7237.116550385952, 6952.595973491669, 6933.829838871956, 6874.9336394667625, 7294.145484149456, 7108.02356171608, 7060.13387721777, 7280.454841256142, 7841.386793017387, 8414.64820843935, 9535.57378038764, 7689.512083530426, 6314.676885932684, 5787.175138771534, 5398.549936324358, 4944.378165006638, 4656.9911098480225, 4247.159723103046, 4092.007300198078, 3906.7628913521767, 3662.9823458194733]
[7165.671626627445, 7027.240976810455, 6972.539715409279, 7042.044570803642, 7200.075398802757, 6987.031719446182, 7188.23827958107, 7292.094291985035, 7585.6205741763115, 8321.656664252281, 9242.431887865067, 7434.830815881491, 6210.73881572485, 5609.569101840258, 5229.189387023449, 4730.573064208031, 4551.976806461811, 4204.785245299339, 3964.3098132014275, 3842.1928867697716, 3580.7329972982407]
[7397.012342214584, 7016.142689526081, 7076.878458499908, 6988.596052110195, 6955.673119664192, 7238.793904721737, 7093.090543627739, 7388.436487138271, 7445.658908843994, 8449.81261062622, 9165.83851891756, 7478.560568124056, 6185.543549761176, 5623.100395202637, 5104.603191256523, 4770.315858244896, 4408.0474789738655, 4063.078686118126, 3973.491391301155, 3863.933526933193, 3495.1477672457695]
[7279.949510216713, 7376.0905392766, 7076.529854774475, 7028.5090790987015, 7294.132941544056, 7221.419248223305, 7289.399615138769, 7459.295510709286, 7838.491091251373, 8399.60581985116, 9128.576801240444, 7277.128441572189, 6034.083870410919, 5443.862410128117, 5247.48114079237, 4736.0631121993065, 4372.666228413582, 3988.8832676410675, 3856.0216727256775, 3700.9365283846855, 3655.027814924717]
[7589.610450923443, 7433.2379893660545, 7209.498739004135, 7293.063176691532, 7309.8967762589455, 7183.889678776264, 7249.478230714798, 7382.102426946163, 7845.346284389496, 8489.929462075233, 9160.691460609436, 7321.022282898426, 6157.912371039391, 5399.909769952297, 5001.905844390392, 4575.734585404396, 4387.569270610809, 4231.092129826546, 3932.9313336014748, 3786.5619426965714, 3686.0161702632904]
